gene_id,log2FoldChange,pvalue,padj
NPAS2,0.32781360814016747,0.057160345956628195,0.17340705997532685
PIWIL2,0.4697937957999409,0.057176076157203215,0.1734183194038917
UBE2E2,-0.33369577,0.05717928658207196,0.1734183194038917
BTBD3-AS1,0.7157504403716141,0.057188700295068035,0.17343004533172102
EIF2D,-0.16767897,0.057195194742132735,0.17343291689847679
NUP58P1,-3.276698152,0.05720957463189488,0.17345969660720878
MDM2,-0.18816826,0.05723119664311382,0.17350842713864112
RANBP17,-0.641529748,0.05723674672438424,0.1735084275035804
ENSG00000260774,-0.503501558,0.057272903491223645,0.17356527851187128
KIF22,0.19117174138027107,0.057277707782585674,0.17356527851187128
STXBP1,0.3674725038404286,0.05726724814131581,0.17356527851187128
ENSG00000270117,0.80325698004277,0.0572688418327542,0.17356527851187128
GMIP,-0.251256765,0.05730479799339517,0.173630538831897
ECT2,-0.326424608,0.05731092641685887,0.17363227953970917
ZG16B,-0.784920115,0.05732847681856561,0.17366862119949772
DNAJC5,0.17005625698138482,0.057346704095540255,0.1736901773046769
ENSG00000297827,-0.596947272,0.05734636074724368,0.1736901773046769
CES1,0.6216308780558475,0.057399815339809424,0.17381736022553876
CGAS,-0.426559176,0.057395953854196935,0.17381736022553876
SMAD4,0.1615563902523311,0.05740679404707486,0.1738216563964844
MTARC2,0.40617483190683173,0.05742336627852129,0.17385499709136268
ENSG00000296630,-1.606058101,0.05745156688776095,0.17389825113136761
ENSG00000287975,-0.785664148,0.057453844275590985,0.17389825113136761
MEI4,1.2311401691869082,0.05745434014444859,0.17389825113136761
ENSG00000288095,-0.552716199,0.0574696192277889,0.17390344139815844
ZPLD2P,0.6108267349906946,0.05746877048572083,0.17390344139815844
MDH1,0.20130153606665374,0.057472742747841636,0.17390344139815844
TTYH1,-0.811080612,0.05749967448027821,0.17395126023581745
MMP19,-0.40481697,0.05749458192883198,0.17395126023581745
CLGN,-0.566804031,0.05754298527363572,0.17396444721106988
ENSAP2,0.9837157910216247,0.05753982706525506,0.17396444721106988
RUSC2,-0.301346951,0.057521309983912146,0.17396444721106988
ENSG00000288949,-1.008785518,0.057533290740276966,0.17396444721106988
RFPL2,-0.860609905,0.05753915792191672,0.17396444721106988
ADPGK-AS1,-0.413505351,0.057531816639928554,0.17396444721106988
ENSG00000295782,0.9704601406660178,0.057514999847331265,0.17396444721106988
TMUB1,0.21927664980351153,0.057559851864648764,0.17398178950444884
CFAP20DC-AS1,1.0204783292136184,0.05755583544752298,0.17398178950444884
SNX30,0.2366302710315386,0.05758555109422263,0.1740426415176607
DHX32,-0.304661309,0.057601105104379276,0.17404688314593675
ENSG00000307444,-1.269440596,0.057599111807756134,0.17404688314593675
MYO1F,-0.388460832,0.05760365607622454,0.17404688314593675
ENSG00000286584,-0.499805868,0.05764510447561757,0.1741552861636289
PSMD8,0.1370958356538715,0.0576594338715496,0.17418174520497198
CNN2P3,1.3609720679004402,0.05766596374245888,0.17418464004642434
UGT1A9,0.8056259386939865,0.057699492576040734,0.17426907896867563
SMIM29,-0.257643358,0.0577514544680434,0.17440676684454914
CCNK,-0.115214143,0.05775623763367614,0.17440676684454914
ENSG00000302880,-0.803847986,0.05777813688438181,0.17445604533672285
METTL1,-0.216063819,0.05779129145050803,0.17447891304850147
ENSG00000289436,-2.904444661,0.05780398721080084,0.17450004878558759
ENSG00000290901,-1.135642013,0.05780945543525351,0.17450004878558759
PDXK,0.19003985922344452,0.05782171166415961,0.17450334701772582
SCARNA13,-1.424380035,0.057821125974106435,0.17450334701772582
ENSG00000286692,-1.098818529,0.05783228152031144,0.1745179830537075
SYCE2,0.44061821171566884,0.05783772582348026,0.1745179830537075
ENSG00000309240,-3.193628913,0.05784860054621174,0.17453395086626305
ZNF347,-0.464417949,0.05788996758149479,0.17463640446777154
DOCK8-AS1,-0.700226206,0.057893730477049044,0.17463640446777154
B3GNT5,-0.428681694,0.05790642343361047,0.17464099129895466
GPS2,-0.236541882,0.05790392086958764,0.17464099129895466
MCHR1,0.6561787757351072,0.05791339115601112,0.1746451574911137
ODC1-DT,0.2994157515256919,0.05796764015045125,0.17479189178467955
CAB39,0.16812619981036994,0.057984645921482135,0.17482630778698968
TAL1,-0.453675197,0.05800212707698106,0.1748613552442105
U2AF2,-0.159375661,0.05800745658566699,0.1748613552442105
ENSG00000297296,-1.278105785,0.058026232629849836,0.17488422931716913
TPST2,0.27942586127324215,0.05802529276746814,0.17488422931716913
GMDS-DT,-0.249536992,0.05804940521887578,0.17493720410234367
LSP1P4,1.9685258532549856,0.0580647274520493,0.1749665131887631
LBHD1,0.2457764751401217,0.05808531667943539,0.1750116861361978
DEUP1,-1.439169072,0.05809454157725302,0.17502261282930148
USP9X,0.17098327192776702,0.058130573354945224,0.1751142912695753
GTF3A,0.2214767907747841,0.05813963996095682,0.17512472917423577
ZDHHC11B,-0.545498158,0.05816964336639437,0.17519822356103923
ARHGAP11A-SCG5,0.6403813127560815,0.05818791668708133,0.17521712190225192
SERPINA6,0.5783686040579976,0.05819123079141948,0.17521712190225192
LINC00582,-1.507794563,0.05819273187829324,0.17521712190225192
H3C2,0.6762311053687156,0.05820247168761913,0.1752295716843256
CCNYL1,0.2052733330298117,0.058227716528288745,0.17527181800730704
UGT3A2,0.8020538949100626,0.0582260139976957,0.17527181800730704
NPY5R,-1.105770408,0.05825299942078568,0.17533104080986064
KCTD1,0.27366607935098375,0.05825964414413982,0.1753341600768428
APELA,2.3514292174133202,0.05827292259518177,0.1753572412256394
LINC00299,0.426021674645255,0.05833005641103588,0.17548878111111535
LTBR,-0.175422904,0.05833347450042257,0.17548878111111535
MARCHF10,1.351497269947477,0.0583263264650047,0.17548878111111535
C1R,0.39432299485924105,0.05834358131794971,0.17550229796430883
IGKV5-2,-1.683684473,0.058359019941674965,0.17551978953016395
ENSG00000308916,-2.170702297,0.05836367369673662,0.17551978953016395
TOX2,-0.463485565,0.05836623906712678,0.17551978953016395
ETS1,-0.309233882,0.05837460639471078,0.17552806768470167
CIITA,-0.396640183,0.05841529897942665,0.17563353452527555
MASP2,0.67519179368271,0.05843503055125781,0.17567596500855592
ENSG00000249642,1.8794918941030703,0.05846399783225447,0.1757461504067088
ENSG00000257279,0.9464928265013729,0.0585072500641546,0.17585925956693255
ENSG00000298485,-0.508484165,0.0585168332298183,0.17587115528396555
ADARB1,-0.343369655,0.058548578159038016,0.1759496490421999
ENSG00000305900,-1.430283483,0.05859985747567361,0.17608682663033295
ENSG00000260672,1.2498242274000888,0.05864904932272175,0.17620077157180955
HOXA7,-0.822855976,0.058645782746939684,0.17620077157180955
TMEM140,0.28983512988239013,0.0586565288110672,0.17620630923612893
WDR45,0.14858182806831474,0.05871930798606064,0.17637795211070464
TSSK6,0.38592037855598843,0.058758667212185915,0.17647922116001233
ENSG00000286285,0.8769697188289932,0.0588069000264893,0.17659015613563872
ENSG00000286933,1.2457680212777973,0.05880155902775553,0.17659015613563872
EFCAB6,-0.419836601,0.05886434093269221,0.17674566755462512
PANK4,-0.13100097,0.05891589450461981,0.1768664883712242
BTD,0.34304700017407175,0.05891050732161204,0.1768664883712242
ENSG00000259434,-1.277851921,0.05893420235681608,0.17690446166885657
HOXA-AS2,0.6644838319415659,0.05898757123649637,0.17703040892954533
HOXB6,-0.610308012,0.058998811074974664,0.17703040892954533
RAMP3,-0.557159883,0.05898507306372093,0.17703040892954533
MYL5,-0.387491971,0.058995105839051064,0.17703040892954533
DGKK,1.491282725756695,0.059023064400005334,0.1770861864047377
MCM3,-0.22329809,0.05911176538744073,0.1773182806858146
MT-TL1,1.159810666577471,0.05910883301921518,0.1773182806858146
C1GALT1,0.21699425459042807,0.059129166767634904,0.17735346259777127
ENSG00000307846,1.0976881875410889,0.05914001201415444,0.17736897501904358
EIF2AK4,0.24310256616177298,0.05914821914743586,0.1773727890000343
CFAP298,-0.215602002,0.05915263084522783,0.1773727890000343
AAK1,0.2231862045625148,0.05917754858094078,0.1774304882790785
H3C8,0.9635125931725576,0.05921133132777111,0.17751475367281436
ZNF416,-0.198824,0.059217077504073096,0.1775149577150098
ENSG00000294711,0.8077927248940253,0.05922413248957567,0.1775190847575843
LINC02608,-0.681959761,0.05923193196147998,0.17752544232688608
ADI1,0.33457663892667316,0.05924493887142024,0.177547404518521
KIRREL1,-0.527961123,0.059262176065053754,0.17758203875412398
ENSG00000308681,-0.751541377,0.05928440088572488,0.17763161058945917
ENSG00000257674,-2.422975093,0.059291214843952084,0.17763500236382118
RPLP0,-0.186168972,0.05930126482947409,0.1776480876163136
EMC3,0.17607621277821384,0.05932767941089892,0.1776680040939262
SLC25A16,-0.277666466,0.0593281271152834,0.1776680040939262
EFCAB5,-0.859163573,0.059330645259271,0.1776680040939262
ITSN2,0.17702157276040964,0.05931390574654882,0.1776680040939262
RPL37A-DT,0.32545714905208184,0.05933722820903369,0.17767069873565947
ENSG00000278909,1.3059097889220554,0.05934301064132625,0.17767099613864992
ERMARD,0.23233542144922903,0.05935690239970451,0.1776955702118129
SLC22A12,1.323764427932552,0.059364120131805476,0.17770016159332006
SETP14,0.527571612201459,0.0593954450427759,0.17777658899835894
NT5C3A,0.22821444862337345,0.05940102513120485,0.17777658899835894
PHLDA3,-0.579223765,0.05941029019132969,0.17778729800435916
ENSG00000275493,-0.898534293,0.059429850107248175,0.17782880971505546
ABCB5,0.9587071830668689,0.059440753710486446,0.17784441413062857
LINC00294,0.20252425588538692,0.05948582100313901,0.17796222220297941
ENSG00000235281,-3.183838766,0.059492429095893216,0.17796496132665865
UPF2,0.32477237311519946,0.05950615606104889,0.17798899320097317
ZNF37A,-0.192958842,0.05952672777121855,0.17803349185034015
ENSG00000257298,-0.875417702,0.05954816499736232,0.17806353728479563
ENSG00000296748,-1.815723731,0.05954441579978453,0.17806353728479563
FASLG,0.5410798081705376,0.059554162496103666,0.17806443975857775
ENSG00000276407,0.7520695655727486,0.05957346909205103,0.17806713752272843
ENSG00000306339,-0.345074479,0.05956950436226114,0.17806713752272843
CCDC69,0.337468664671901,0.059577584737980444,0.17806713752272843
ANKRA2,0.20684358303475628,0.05957784788688671,0.17806713752272843
RNF126,0.18853318031561522,0.05959501330442165,0.17809445213643985
DNAJB3,0.9449374221747276,0.05959838013790851,0.17809445213643985
EQTN,-1.191710604,0.05961628626002586,0.17813093351306397
ZNF221,0.3521633280825528,0.05962398108601614,0.178136899913238
RNASE2CP,-1.38614698,0.05966190180561107,0.17821613186975147
ENSG00000294154,-1.110306196,0.05965924144005118,0.17821613186975147
RNF138,-0.1936609,0.05966901396716409,0.17822034810886125
RNH1,-0.161989666,0.059691966818281726,0.17827187224302077
TRIM27,-0.10527233,0.059710614778946264,0.17830447649909287
LINC02125,1.4304888616027773,0.05971429066134096,0.17830447649909287
MRPL43,-0.160732657,0.059773763550271586,0.17846501479057783
ENSG00000284716,1.5860747718314443,0.059853147374885056,0.17864530545376311
HTATIP2,0.2286969783755392,0.059841719196867926,0.17864530545376311
ENSG00000289030,-0.888954396,0.059847652400753355,0.17864530545376311
PEAR1,-0.459858789,0.059857005873657956,0.17864530545376311
KPNA7,0.47199533932885623,0.05989411472989479,0.17873899473088017
BATF,-0.546296662,0.05990104236290528,0.17874260641323925
RPS27AP5,0.39321057751125404,0.05991471684941237,0.1787663478586733
C19orf12,0.2237045419168184,0.05994930311975246,0.1788524728917665
TRMT6,0.17173312034907662,0.06001605646518846,0.17903453943427355
PLAA,0.16286518288180296,0.06002648611037829,0.17904856743333236
MSH3,0.22694324253072332,0.06004550697868721,0.1790882164352889
CDH19,-0.973119912,0.060069384683425014,0.1791423422071846
ENSG00000230226,-1.150850278,0.06007937162254968,0.17915503577220246
SENP6,-0.193620832,0.06009500986705974,0.17918457734610288
HCFC2,0.1806281808024504,0.06011199528727148,0.17921812976024873
TLX2,0.9381036697510188,0.06012970551418775,0.17925383651092322
PLA2G10,-1.6126212,0.06020629997487717,0.17946506065165763
RBFADN,-0.53264419,0.06021982565862742,0.17948826480748106
SASS6,0.22164291502997702,0.06022751337575738,0.17949406584044833
EFR3A,0.23326689610444312,0.06024630847124109,0.17953296556442763
ZNF431,-0.370870346,0.060294084033759514,0.17965821093665876
C1orf105,0.5763035796718269,0.060300169189144465,0.17965921941868135
TTLL4,-0.311355934,0.060315257774095875,0.17968705010401748
ENSG00000277324,0.6209143645446297,0.0603302751081991,0.17971466324036478
NUDT5P1,0.9958933076319945,0.060363611393569404,0.1797797068683586
ENSG00000287558,0.6646841074133666,0.06036349339294257,0.1797797068683586
ADAM19,-0.307766271,0.060382840248814074,0.179819845179908
ENSG00000293661,0.9997877160505821,0.060415305798458066,0.17988845472125883
MIR122HG,-0.60524353,0.060417387153287205,0.17988845472125883
SERPINI1,0.3338705879608282,0.06042538028436031,0.17989512082944065
EXOG,-0.214686371,0.060453714585240396,0.1799623385144135
RFX8,0.5466301479759228,0.06046041494709576,0.1799651482901128
ENSG00000269570,0.7789857286899491,0.06047752457842321,0.17999893858484814
ENSG00000288937,-0.504733291,0.060488162698584876,0.180013463155246
TPI1,0.22753625165963184,0.06051423238833503,0.18007390511674454
ENSG00000267198,0.526032823407738,0.060561669217281275,0.18018841449838352
RNF208,0.3464657249425773,0.060564240781403385,0.18018841449838352
TRAV21,-0.723437325,0.06057527130835754,0.18019168741409752
ENSG00000243960,-1.168506267,0.06057686833388238,0.18019168741409752
ENSG00000260107,1.3346222259388538,0.06058994281972637,0.180203984342246
TERT,0.7705701676426789,0.06059253057626235,0.180203984342246
ENSG00000262848,-0.770343819,0.060615316724542005,0.18025460351558611
ENSG00000251095,-1.488832168,0.06062527886249323,0.1802670813275752
HGD,0.4973205373719441,0.06064725743425642,0.18029167276985592
BTNL9,0.5688244177778529,0.060656347802718086,0.18029167276985592
ENSG00000233242,0.7630938996645751,0.06064942723096702,0.18029167276985592
LRRC14,-0.238863551,0.06065661690155598,0.18029167276985592
IL6,-0.867238597,0.06068599767662094,0.18034470963538027
PIM2,-0.312855053,0.06068362799509857,0.18034470963538027
ENSG00000264187,-0.954267414,0.060709500878585336,0.18039740765775242
RBM4B,-0.156298972,0.0607503392393205,0.1804714415433087
ENSG00000294401,0.8408731982269579,0.06075173370443595,0.1804714415433087
EFNB2,-0.462898867,0.06074064411315226,0.1804714415433087
BPGM,-0.177406339,0.060770226720388155,0.1805084283602764
TXNL1,0.15293149907774936,0.06077573223683809,0.1805084283602764
CD99L2,0.24561779279924348,0.06083033342093234,0.18065343533187117
LEO1,-0.181114054,0.06089235689393241,0.18075178062808667
RTL8C,-0.315647082,0.060890986840807425,0.18075178062808667
DHRS3,0.3410330044609326,0.06088136965160987,0.18075178062808667
PRSS27,0.5848507388248922,0.06088514512194486,0.18075178062808667
SMCHD1,-0.18840692,0.060881281625586696,0.18075178062808667
NDEL1,-0.173791277,0.060898571527763366,0.18075306576212533
ENSG00000289518,-0.994557737,0.06091873607585223,0.18079575146567003
MAP4K3-DT,0.18942038550017185,0.060959855061320185,0.1808333292144038
ENSG00000298294,-0.739490353,0.06094999855174008,0.1808333292144038
ENSG00000287862,-1.598108759,0.0609470689597346,0.1808333292144038
SBNO1,0.17259342884380158,0.06094005424823769,0.1808333292144038
PRKN,0.35950002911656914,0.060960319118146096,0.1808333292144038
ENSG00000303532,0.7032158348433283,0.06102171193313859,0.18099827136297075
RBP4,0.5786081806024117,0.06103550951264771,0.18102202199923206
ENSG00000255310,-0.580230809,0.06107879980262561,0.18104736116710765
ENSG00000290547,1.6115787224553033,0.061061507461747856,0.18104736116710765
FMO3,0.5208785914435433,0.061067152812104515,0.18104736116710765
MUC21,1.925342828619648,0.06107327484098644,0.18104736116710765
MAT2B,0.18305384265478902,0.06107126190044835,0.18104736116710765
ENSG00000290643,-2.133781427,0.061076945950416274,0.18104736116710765
RUNDC1,-0.135739262,0.061096414305986696,0.18108240428972905
ENSG00000305847,-0.968580691,0.0611111341311386,0.18108690354593054
ENSG00000297575,-0.66432793,0.06111958735894375,0.18108690354593054
ZNF784,-0.214263745,0.06111823682374963,0.18108690354593054
ENSG00000287539,-0.59017261,0.06112110182057573,0.18108690354593054
RTCB,-0.170678113,0.06116878607658353,0.18121100721237857
ENSG00000293844,1.30118333099549,0.06118209163810705,0.18123325098371618
ABHD2,0.30522654407016536,0.06120825381050327,0.18126146202785548
EIF2S3B,0.6279805320366187,0.06119877516294088,0.18126146202785548
ROR2,-0.734230921,0.06120900920027094,0.18126146202785548
PPARA,0.33582469399126236,0.061218471817473884,0.18127231335761373
DPP3P2,2.588299918112484,0.061243970775108215,0.1813134714339212
LONP2,0.2695140463277518,0.06123913024528304,0.1813134714339212
7SK,2.362233982728549,0.06127689530045616,0.18138289319908563
SIRPA,-0.237510466,0.061290627379174754,0.18138289319908563
ENSG00000271032,-0.680960012,0.06128864460012841,0.18138289319908563
ENSG00000271732,-0.819325265,0.06128692195274109,0.18138289319908563
LINC01671,-0.763458913,0.06131640939187338,0.18140767548198522
ENSG00000304725,0.9357827445710395,0.06131027621549444,0.18140767548198522
PORCN-DT,0.4790913740762141,0.06131470477807735,0.18140767548198522
UTP11,-0.14881868,0.06135246631332031,0.18149717584721167
HLA-DPA1,-0.392132967,0.06136011001233121,0.18150261323829223
ENSG00000258311,0.3148093642628612,0.061376416165281764,0.18153367063152354
TBP,0.13639635198484298,0.06138950200220249,0.18155519828728184
